Timestamp,Residents,Apartment_Type,Temperature,Humidity,Water_Price,Period_Consumption_Index,Income_Level,Guests,Amenities,Appliance_Usage,Water_Consumption
16/11/2013 16,3,2BHK,32.91,41.16,2.3,1.1,Upper Middle,0,,0.0,148.61
29/01/2008 00,3,Bungalow,12.82,67.79,2.45,1.1,Upper Middle,1,Jacuzzi,0.0,156.51
09/05/2009 00,-66,2BHK,15.05,70.33,1.75,1.39,Upper Middle,0,,1.0,156.99
14/07/2007 08,5,Bungalow,23.15,54.12,2.62,1.07,Upper Middle,0,Swimming Pool,0.0,214.44
15/02/2006 08,4,3BHK,16.37,47.88,1.55,0.84,Upper Middle,0,Garden,0.0,134.33
08/08/2010 16,5,2BHK,32.7,40.89,1.98,0.98,Upper Middle,1,Jacuzzi,1.0,317.7
21/07/2003 00,3,3BHK,22.34,52.28,2.29,0.91,Rich,1,Swimming Pool,1.0,242.89
11/09/2002 16,2,1BHK,,56.72,1.71,1.24,Middle,1,,0.0,115.88
13/11/2005 08,2,1BHK,11.73,60.74,1.4,1.05,,1,,0.0,79.6
23/09/2002 08,3,Bungalow,18.97,61.68,2.26,1.16,Upper Middle,0,Garden,1.0,147.43
07/08/2007 16,3,3BHK,15.51,60.09,2.32,1.37,Upper Middle,1,,1.0,212.08
11/08/2010 16,5,Detached,15.78,45.63,2.58,0.5711177084379611,Rich,0,Swimming Pool,0.0,320.22
07/01/2014 00,4,Bungalow,33.4,60.55,2.4,1.29,Upper Middle,0,,0.0,179.56
17/07/2012 00,2,1BHK,16.83,48.7,1.18,1.36,Middle,0,,0.0,109.85
24/12/2011 08,3,3BHK,27.77,41.94,2.2,0.82,Rich,0,Jacuzzi,0.0,172.34
23/03/2009 00,2,1BHK,,75.4,1.31,1.05,Low,0,,0.0,59.95
31/08/2012 08,5,3BHK,30.25,46.74,2.22,0.95,Rich,1,Swimming Pool,0.0,333.59
24/06/2012 00,2,1BHK,24.37,55.88,1.13,1.45,Low,0,Garden,,112.88
28/04/2004 16,5,3BHK,25.22,67.71,2.93,1.44,Rich,0,Swimming Pool,0.0,337.89
10/10/2003 00,5,Bungalow,19.25,.I/2|,2.87,0.8,Upper Middle,0,,0.0,115.91
19/01/2010 16,5,Bungalow,14.48,71.71,2.39,0.81,Rich,0,Jacuzzi,0.0,152.48
24/09/2013 16,3,1BHK,28.85,62.01,1.06,1.29,,0,,0.0,115.84
05/07/2010 08,2,,14.5,47.6,1.13,1.05,Middle,0,Garden,0.0,88.52
10/08/2012 08,3,1BHK,25.47,63.8,1.0,1.1,Middle,1,,0.0,127.62
10/09/2008 16,5,2BHK,24.22,42.0,1.52,1.34,Middle,0,,0.0,217.54
19/10/2004 16,3,2BHK,22.83,51.43,2.45,0.86,Upper Middle,1,Fountain,0.0,143.37
29/04/2011 16,2,Studio,30.52,69.96,1.42,0.9,Low,1,Garden,0.0,70.57
22/09/2013 08,2,Cottage,12.89,55.17,1.54,0.84,Middle,1,Garden,0.0,78.03
16/01/2009 00,3,2BHK,30.91,65.13,2.74,1.02,Upper Middle,0,Swimming Pool,1.0,167.63
12/10/2007 00,3,Bungalow,30.95,59.94,2.76,1.03,Upper Middle,1,,0.0,141.85
03/08/2009 08,1,Studio,22.16,54.38,1.58,1.33,Low,2,,0.0,80.19
28/08/2012 16,5,3BHK,32.5,50.58,-11.0,1.01,Rich,0,Garden,0.0,245.21
17/07/2002 00,3,1BHK,,40.29,1.33,0.81,Middle,0,Jacuzzi,0.0,112.51
29/07/2010 00,3,2BHK,34.22,49.77,1.48,1.32,Middle,0,,0.0,160.71
09/05/2010 16,3,3BHK,,60.38,1.61,0.6247253433628949,Upper Middle,0,,0.0,154.8
07/03/2011 08,5,2BHK,34.48,30.55,2.45,1.07,Upper Middle,1,,1.0,290.74
14/12/2002 00,3,Cottage,23.01,38.87,1.19,0.84,Middle,0,,0.0,92.59
24/07/2012 16,1,Studio,26.32,43.49,1.49,1.03,Low,0,,0.0,57.69
13/01/2005 08,4,Bungalow,16.34,56.64,2.94,1.2,Upper Middle,0,,0.0,145.49
19/04/2004 00,4,2BHK,30.33,*fv-s,-55.0,1.39,Middle,1,Garden,0.0,280.26
11/01/2004 08,3,Cottage,14.73,48.21,1.79,1.42,Middle,1,Garden,1.0,193.58
29/12/2008 00,2,1BHK,18.42,56.79,1.44,1.25,Middle,0,Garden,0.0,100.23
21/05/2010 16,5,3BHK,,66.19,2.16,1.46,Rich,1,,0.0,307.81
05/04/2005 00,2,1BHK,28.98,3\Ap\,1.58,0.99,Middle,0,,0.0,75.7
02/10/2006 08,2,1BHK,14.52,57.93,1.16,0.7963317486177389,Middle,0,Garden,0.0,112.76
06/11/2007 00,3,1BHK,33.38,64.3,1.5,1.38,Low,0,,1.0,141.89
19/11/2005 16,3,1BHK,22.88,64.73,1.65,1.24,Middle,0,,0.0,112.25
27/02/2010 00,3,1BHK,19.29,69.05,1.31,1.8049555483300204,Low,1,,0.0,105.44
06/08/2005 16,3,1BHK,23.58,52.82,1.21,1.23,Low,0,,0.0,111.96
17/11/2002 00,3,3BHK,16.87,78.35,2.92,0.87,Upper Middle,-1,,0.0,83.09
08/08/2010 00,3,3BHK,14.06,70.12,1.59,1.14,Rich,1,Swimming Pool,0.0,225.85
21/06/2007 16,5,2BHK,19.31,60.37,1.45,1.22,Middle,0,Garden,0.0,176.44
04/06/2005 08,2,Cottage,24.15,43.53,1.05,0.86,Middle,1,,1.0,106.44
10/07/2005 08,3,Cottage,32.97,49.0,1.05,0.95,Middle,0,Garden,1.0,129.09
22/10/2002 08,3,3BHK,22.69,67.52,2.65,1.37,Rich,0,,1.0,206.4
10/02/2009 08,3,1BHK,12.82,48.76,1.47,1.33,Middle,0,,0.0,125.35
10/07/2009 08,2,Cottage,30.21,50.73,1.42,1.14,Middle,0,,0.0,99.86
31/05/2011 00,4,Detached,10.27,63.01,1.88,1.01,Rich,1,Fountain,0.0,217.77
30/08/2009 08,3,2BHK,26.95,58.47,1.47,1.41,Middle,0,,0.0,153.17
02/02/2009 16,4,2BHK,20.51,44.23,1.21,1.44,Middle,1,,1.0,271.17
06/10/2008 00,3,1BHK,22.73,64.52,1.64,0.98,Middle,0,Garden,1.0,107.0
05/06/2010 00,3,3BHK,16.43,43.25,2.43,0.99,Rich,1,,0.0,147.77
29/12/2009 00,3,Detached,21.35,42.28,1.93,1.4,Rich,0,,0.0,225.67
01/12/2011 08,3,Bungalow,18.23,49.52,1.72,1.22,Upper Middle,0,,0.0,142.39
04/09/2003 16,2,Studio,21.44,54.46,1.32,0.93,Low,0,,1.0,69.15
04/12/2009 08,3,1BHK,22.79,63.41,1.64,0.84,Middle,0,Garden,0.0,81.2
26/03/2006 00,4,2BHK,11.71,47.72,2.14,1.24,Upper Middle,0,Swimming Pool,1.0,239.47
09/11/2012 08,4,Bungalow,17.59,66.67,2.38,1.15,Upper Middle,-1,Garden,0.0,142.71
09/12/2013 08,2,Studio,32.85,43.18,1.28,1.49,Low,0,,0.0,114.51
14/12/2013 00,3,Cottage,16.9,46.29,1.38,1.03,Middle,1,,0.0,122.5
27/03/2004 16,3,Detached,18.92,34.23,2.83,1.48,Rich,0,Jacuzzi,0.0,292.43
14/10/2007 16,1,Studio,10.22,69.38,1.76,1.16,Low,0,Garden,0.0,49.28
03/04/2010 16,3,Bungalow,14.57,64.0,2.2,0.94,Rich,1,Jacuzzi,0.0,167.09
28/01/2006 00,3,Bungalow,33.45,48.26,2.17,1.19,Rich,0,Swimming Pool,0.0,237.39
14/05/2014 00,2,Cottage,11.9,57.21,1.0,1.12,Middle,0,Fountain,1.0,114.04
07/03/2005 16,4,Bungalow,28.93,42.39,2.44,0.99,Upper Middle,1,,1.0,208.42
23/01/2013 16,3,3BHK,32.54,46.44,2.55,1.19,j_)4S,0,Fountain,0.0,236.55
28/09/2008 08,4,2BHK,15.6,57.31,1.62,1.34,Upper Middle,0,,0.0,172.63
18/09/2007 00,3,2BHK,34.23,41.86,1.26,0.97,Middle,1,Jacuzzi,0.0,188.65
22/01/2003 16,2,1BHK,28.29,56.83,1.15,1.12,Middle,1,,1.0,130.47
21/12/2012 16,5,Bungalow,28.94,41.98,2.9,1.18,Upper Middle,1,Fountain,0.0,291.68
24/10/2009 00,3,Cottage,31.44,50.71,1.17,1.19,Middle,1,Swimming Pool,0.0,203.35
31/03/2012 08,4,2BHK,31.96,50.05,2.46,1.14,,0,Garden,0.0,177.9
05/04/2009 00,3,Detached,15.46,61.36,2.4,1.06,Rich,1,Fountain,0.0,200.43
20/12/2003 00,2,1BHK,23.57,63.57,1.64,1.44,Middle,-1,Garden,1.0,130.96
02/05/2003 00,3,Cottage,17.29,37.69,1.51,0.98,Middle,0,,0.0,102.59
07/02/2003 00,2,Studio,12.29,57.99,1.42,1.31,Low,0,Fountain,1.0,105.83
15/12/2005 08,2,Cottage,14.36,56.53,1.23,1.24,Middle,1,,0.0,111.02
05/02/2012 16,5,Detached,,52.39,2.98,1.47,Rich,1,Garden,0.0,328.53
03/07/2004 00,5,Bungalow,17.51,48.97,2.74,0.95,Upper Middle,0,Jacuzzi,0.0,178.53
17/10/2009 16,3,Cottage,26.45,56.92,1.02,0.97,Middle,1,Garden,,143.9
28/10/2012 00,5,2BHK,30.72,55.19,1.25,1.14,Middle,0,Garden,1.0,218.5
15/05/2013 08,1,Studio,27.67,72.19,1.27,1.36,Low,1,Garden,0.0,80.27
29/07/2011 08,3,1BHK,24.77,66.8,1.25,1.41,Middle,0,Garden,0.0,137.17
07/01/2009 08,2,Studio,28.39,71.33,1.18,0.7689445026511552,D&BTK,0,,0.0,85.5
18/01/2011 08,3,1BHK,32.04,62.98,1.66,1.09,Low,0,Jacuzzi,0.0,120.74
11/11/2005 08,3,Cottage,17.98,67.65,1.35,0.92,Middle,1,Swimming Pool,0.0,124.26
02/01/2006 08,3,3BHK,13.85,67.58,2.13,1.15,Rich,0,Fountain,0.0,173.27
18/01/2003 08,5,3BHK,33.75,39.14,2.49,1.31,Upper Middle,0,,0.0,264.81
08/08/2008 08,-88,Bungalow,33.94,42.56,2.32,1.08,Upper Middle,1,Fountain,0.0,247.72
04/12/2004 00,4,2BHK,24.35,45.01,1.72,0.94,Middle,0,,0.0,127.56
15/04/2009 16,1,Studio,33.59,62.23,1.67,1.37,"?6J""n",0,,1.0,81.8
20/01/2009 08,2,1BHK,21.66,35.32,1.78,0.9,Middle,0,Garden,1.0,97.05
09/12/2012 00,2,1BHK,31.27,60.14,1.47,1.68948443416229,Low,0,,0.0,75.71
04/01/2009 16,3,Cottage,22.79,53.34,1.03,1.22,Middle,0,,0.0,123.96
21/09/2003 16,5,,22.71,73.15,2.81,1.49,Rich,0,Garden,0.0,266.37
27/07/2002 16,3,1BHK,30.92,52.16,1.27,0.83,Middle,1,,0.0,106.69
19/11/2012 16,3,2BHK,26.07,52.42,2.62,1.34,Upper Middle,1,Jacuzzi,0.0,234.15
23/03/2003 08,5,2BHK,13.19,58.05,1.77,1.22,Middle,0,,1.0,182.95
19/08/2014 16,3,Cottage,26.44,69.33,1.45,1.38,Middle,0,Swimming Pool,0.0,163.05
22/08/2005 16,3,1BHK,32.52,43.01,1.49,0.92,Low,0,Garden,0.0,99.79
04/01/2006 08,3,2BHK,20.89,46.45,2.21,1.12,Upper Middle,0,Fountain,0.0,159.53
14/08/2007 00,1,Studio,14.18,53.25,1.39,1.1,Low,0,,0.0,52.57
23/10/2004 16,3,Detached,34.96,57.41,1.51,1.39,Rich,0,Garden,0.0,241.14
20/04/2007 00,2,Studio,20.62,69.96,1.35,1.13,Low,0,Garden,1.0,78.64
15/09/2010 08,3,Bungalow,22.15,63.37,2.01,1.1,Rich,0,,0.0,140.52
16/05/2003 08,3,1BHK,12.52,66.72,1.77,0.89,Low,1,Jacuzzi,0.0,81.88
06/11/2012 16,5,2BHK,27.8,42.66,1.41,1.46,Middle,0,Swimming Pool,0.0,316.13
12/09/2006 00,5,2BHK,10.29,56.54,1.57,0.2732916258992782,Middle,0,Fountain,1.0,159.27
15/06/2006 08,3,3BHK,18.36,63.49,2.87,1.48,Upper Middle,1,Garden,1.0,234.67
15/06/2006 00,5,3BHK,28.68,+kF18,2.3,1.18,Upper Middle,0,Swimming Pool,0.0,292.16
27/08/2006 08,3,1BHK,25.57,39.55,1.12,1.03,Middle,1,,0.0,140.12
08/06/2011 16,3,2BHK,10.62,80.4,2.89,1.06,Upper Middle,0,Fountain,1.0,119.3
26/11/2011 16,3,3BHK,33.5,59.05,2.09,0.84,Upper Middle,0,Fountain,,154.27
18/12/2012 08,3,Cottage,24.46,62.58,1.33,0.94,Middle,1,,1.0,123.26
03/03/2009 16,3,1BHK,13.9,64.72,1.71,1.2,Middle,2,,1.0,138.97
23/10/2012 16,-33,Detached,10.55,73.06,2.71,1.47,Rich,0,Jacuzzi,0.0,207.26
19/01/2007 00,4,3BHK,29.37,43.85,1.94,1.21,Upper Middle,0,,0.0,204.7
03/07/2012 00,2,Studio,,66.33,1.62,1.12,Low,0,Garden,0.0,62.87
13/06/2008 00,5,Bungalow,30.22,:`f6e,2.86,1.11,Upper Middle,0,Fountain,0.0,235.24
20/08/2012 00,2,1BHK,13.23,66.69,1.42,1.41,,0,,0.0,86.59
28/04/2007 08,2,Studio,34.45,41.97,1.63,1.42,Low,0,,0.0,109.13
28/01/2012 00,4,2BHK,27.96,49.54,1.59,1.24,Middle,0,Fountain,0.0,204.45
20/01/2006 08,5,2BHK,,44.15,1.81,1.44,Upper Middle,0,Swimming Pool,1.0,394.36
11/02/2010 00,2,Studio,27.34,55.61,1.13,0.91,Low,1,,0.0,74.85
21/03/2007 08,4,Detached,14.43,47.7,2.13,1.21,Rich,0,Swimming Pool,1.0,308.32
16/03/2011 00,3,1BHK,33.11,42.92,1.01,1.39,Low,0,Garden,0.0,154.94
06/02/2014 00,2,1BHK,13.72,51.85,1.08,0.89,Middle,0,Garden,0.0,72.11
21/05/2007 08,2,1BHK,13.42,72.82,1.06,1.33,Low,0,,0.0,79.24
23/07/2007 08,3,2BHK,32.95,62.65,2.35,1.44,Upper Middle,0,Swimming Pool,1.0,249.83
25/07/2013 00,4,2BHK,27.95,63.25,1.11,1.48,Middle,0,Garden,1.0,228.6
09/10/2004 16,2,Cottage,23.4,43.3,1.51,0.3201783115986193,Middle,0,Garden,1.0,104.22
19/06/2009 16,5,2BHK,33.78,21.79,2.26,1.12,Upper Middle,1,Garden,0.0,294.31
01/09/2014 08,1,Studio,,64.99,1.78,1.46,Low,0,Swimming Pool,1.0,107.35
09/04/2006 16,5,3BHK,33.63,50.28,1.99,1.28,Upper Middle,1,Jacuzzi,0.0,370.48
13/12/2009 00,5,Bungalow,34.33,44.91,2.01,1.0,Rich,1,Jacuzzi,0.0,327.71
06/05/2003 16,3,3BHK,25.71,68.36,2.52,1.14,Upper Middle,0,Jacuzzi,1.0,186.33
28/08/2006 00,3,Cottage,16.46,55.88,1.72,1.17,Middle,0,,1.0,122.46
04/06/2012 08,3,1BHK,28.01,59.63,1.57,1.05,Low,0,Garden,0.0,97.41
07/09/2011 16,5,Bungalow,26.7,45.51,2.61,0.420947212659838,Rich,0,Swimming Pool,0.0,278.75
19/02/2007 16,2,Cottage,14.89,58.65,1.59,1.1,Middle,0,,0.0,80.3
22/08/2014 16,4,2BHK,20.11,60.63,1.66,0.92,Upper Middle,0,Swimming Pool,,156.31
02/06/2009 16,4,Bungalow,10.84,45.69,1.57,0.99,,0,Jacuzzi,0.0,165.48
20/01/2011 08,2,Studio,28.62,48.58,1.69,0.92,Low,1,Garden,0.0,81.88
28/07/2009 00,2,1BHK,29.76,48.51,1.77,1.21,Middle,0,Fountain,0.0,126.58
01/12/2007 16,4,3BHK,30.19,39.08,1.55,1.42,Upper Middle,0,Fountain,0.0,306.12
17/04/2011 00,4,Bungalow,25.78,55.4,1.82,1.46,Rich,0,Swimming Pool,0.0,315.57
07/01/2004 16,2,1BHK,20.8,53.17,1.36,1.19,Middle,0,Swimming Pool,1.0,143.39
06/12/2012 00,3,2BHK,31.19,53.14,2.4,1.25,Upper Middle,0,,0.0,152.45
12/07/2002 16,5,2BHK,28.98,43.42,1.1,1.4,Middle,1,,1.0,329.43
25/01/2011 08,2,Cottage,20.63,68.43,1.07,0.84,Middle,0,,0.0,61.13
19/05/2003 16,4,,15.01,n>ll},2.45,1.38,,0,,0.0,226.99
26/12/2012 00,3,1BHK,20.28,30.42,1.41,1.44,Middle,0,Jacuzzi,0.0,203.25
16/06/2013 08,-77,2BHK,34.57,64.98,1.55,1.47,Middle,0,,1.0,219.41
19/09/2013 00,3,3BHK,23.76,60.79,1.88,1.26,}.!O2,1,Fountain,0.0,262.21
14/09/2005 16,1,Studio,24.36,45.91,1.5,1.09,Low,0,,1.0,67.87
26/02/2012 16,5,2BHK,29.47,66.6,1.94,1.37,Upper Middle,0,,0.0,209.75
19/05/2002 00,1,Studio,12.88,62.26,1.38,1.12,Low,0,,0.0,49.55
25/07/2008 00,3,2BHK,12.38,56.61,1.55,1.02,Middle,0,Swimming Pool,0.0,129.29
18/05/2014 16,1,Studio,25.06,49.15,1.38,1.07,Low,0,,0.0,57.66
22/07/2007 00,3,Cottage,34.4,49.07,1.0,1.09,Middle,0,Fountain,0.0,149.6
24/09/2013 00,4,3BHK,28.63,39.0,1.56,1.03,Upper Middle,1,Swimming Pool,0.0,285.01
23/05/2002 00,2,Studio,30.13,45.78,1.76,1.41,Low,0,,0.0,102.14
27/07/2002 00,3,Bungalow,19.0,49.19,2.12,0.85,Upper Middle,0,Swimming Pool,1.0,146.75
30/11/2003 00,4,Bungalow,34.3,59.99,2.8,1.3,Upper Middle,1,Swimming Pool,0.0,280.63
24/04/2013 16,3,2BHK,19.04,48.95,1.7,1.12,Upper Middle,1,,1.0,183.5
21/12/2005 16,5,2BHK,22.25,46.64,2.93,1.14,Upper Middle,0,Garden,0.0,189.46
04/03/2004 08,2,1BHK,15.86,62.07,1.66,1.1,r>%r?,1,,1.0,108.45
18/06/2012 16,5,3BHK,32.18,31.95,2.03,1.43,Upper Middle,1,Swimming Pool,0.0,476.88
20/02/2004 00,4,2BHK,15.33,38.79,2.04,1.14,Upper Middle,0,,0.0,161.55
10/04/2008 08,5,2BHK,18.6,81.08,2.81,1.48,Upper Middle,0,,0.0,176.48
30/03/2002 08,4,2BHK,29.45,46.89,2.82,1.43,Upper Middle,1,Fountain,1.0,345.37
13/03/2009 08,3,1BHK,21.21,64.27,1.78,1.18,Low,0,,0.0,94.83
14/08/2010 16,4,2BHK,17.98,54.62,1.75,1.5,Middle,0,,0.0,181.19
13/12/2011 00,3,2BHK,34.93,69.22,1.4,0.98,Middle,1,,0.0,126.65
18/08/2013 08,5,Detached,15.35,56.06,2.13,0.86,Rich,0,,0.0,161.23
24/03/2007 08,5,3BHK,33.84,^J1Z5,1.64,1.2,Upper Middle,0,Swimming Pool,0.0,345.66
16/09/2014 16,4,3BHK,29.53,57.99,1.94,1.08,Upper Middle,1,Jacuzzi,0.0,249.69
27/12/2011 16,3,1BHK,31.49,51.6,-88.0,1.45,Middle,0,Fountain,0.0,190.53
29/06/2014 00,2,1BHK,24.21,52.2,1.27,1.2,Middle,0,,1.0,115.1
28/11/2008 16,4,Detached,21.51,60.87,2.73,0.81,Rich,0,Swimming Pool,1.0,195.7
15/04/2008 16,4,3BHK,29.17,40.48,1.97,1.44,Upper Middle,0,Jacuzzi,0.0,311.6
27/11/2010 16,1,Studio,24.19,36.19,1.59,1.25,Low,0,Garden,0.0,75.08
28/11/2003 00,5,Bungalow,29.64,49.45,2.73,1.43,Rich,0,Fountain,1.0,386.45
28/04/2014 08,1,,,58.13,1.03,1.15,Low,1,Swimming Pool,0.0,90.35
16/12/2003 00,4,2BHK,25.52,50.2,1.62,1.25,Middle,0,Swimming Pool,0.0,216.87
01/03/2006 08,3,Cottage,20.42,60.3,1.7,1.26,Middle,0,Swimming Pool,0.0,149.74
12/04/2011 08,4,,20.88,55.28,1.6,0.89,Middle,0,Fountain,0.0,133.07
10/01/2006 08,3,2BHK,24.98,q5f4',1.03,1.06,Middle,0,Garden,,114.75
27/12/2002 16,3,Cottage,,49.29,1.4,1.45,Middle,0,,1.0,175.61
12/07/2003 00,2,Studio,30.55,46.39,1.72,1.2,Low,0,,0.0,87.01
01/01/2005 16,3,Bungalow,18.72,47.91,2.18,1.08,Upper Middle,0,Swimming Pool,0.0,162.96
18/11/2007 08,2,Studio,18.42,58.07,1.0,1.34,^Vn_e,0,,1.0,96.72
14/10/2010 00,2,1BHK,21.81,53.33,1.69,1.1,Low,0,,0.0,78.73
25/07/2010 16,5,Bungalow,16.31,57.41,-22.0,1.35,Upper Middle,1,Jacuzzi,0.0,301.42
18/02/2006 00,2,Cottage,16.5,61.45,1.67,1.01,Middle,1,Jacuzzi,0.0,109.2
25/05/2005 08,3,Bungalow,33.87,40.85,2.22,1.3,Upper Middle,0,Fountain,0.0,213.44
17/05/2003 00,5,2BHK,21.06,65.65,1.31,1.28,Middle,1,Garden,0.0,217.81
08/10/2010 00,3,1BHK,21.11,67.13,1.35,1.48,Middle,0,Jacuzzi,0.0,165.35
20/10/2003 00,2,Cottage,24.41,56.3,1.11,0.87,Middle,0,,0.0,71.09
23/01/2006 08,2,1BHK,15.21,44.83,1.36,1.32,Low,0,Garden,0.0,100.75
19/05/2004 08,3,2BHK,27.31,47.6,1.89,0.87,Upper Middle,0,,1.0,126.44
25/08/2005 00,4,Bungalow,28.22,40.41,2.82,1.42,Upper Middle,1,Fountain,0.0,307.9
24/12/2005 00,1,Studio,33.33,46.26,1.48,1.0,Low,0,,0.0,58.21
19/07/2009 00,-99,1BHK,26.43,60.07,1.33,0.88,Low,0,,1.0,89.73
16/04/2002 08,4,Detached,20.17,58.44,2.25,1.09,Rich,0,Fountain,0.0,216.67
20/08/2002 08,3,Bungalow,23.0,45.8,2.8,1.11,Rich,0,Swimming Pool,0.0,202.02
23/03/2007 16,3,1BHK,18.05,50.05,1.56,0.95,Low,0,,0.0,83.08
10/11/2012 16,2,1BHK,15.57,35.75,1.56,1.15,Middle,0,,0.0,97.98
27/02/2008 16,5,3BHK,33.43,27.27,2.54,0.83,Upper Middle,0,Swimming Pool,0.0,233.43
23/02/2005 16,3,Detached,,51.82,2.27,1.26,Rich,1,Fountain,0.0,260.62
20/03/2006 08,3,2BHK,14.76,56.75,1.01,0.96,Middle,0,,0.0,98.11
05/08/2014 08,5,,29.09,34.45,2.22,0.99,Upper Middle,0,Jacuzzi,0.0,230.76
15/09/2004 16,-22,1BHK,34.3,43.53,1.69,1.6516190201030658,Middle,1,,0.0,108.92
29/08/2007 08,3,1BHK,31.28,62.42,1.42,1.08,Middle,0,Swimming Pool,0.0,139.96
18/12/2009 16,5,2BHK,30.2,49.88,1.63,0.92,Upper Middle,0,,1.0,185.73
21/06/2012 16,4,Detached,16.67,39.81,2.15,0.85,,0,Garden,0.0,164.46
30/12/2012 08,4,2BHK,24.44,57.13,2.87,1.05,,0,Swimming Pool,1.0,205.4
28/10/2004 08,3,3BHK,14.34,68.71,2.1,0.86,Rich,0,Swimming Pool,,140.03
18/08/2004 16,3,1BHK,30.84,49.63,1.03,1.27,Middle,0,,1.0,162.29
22/05/2011 08,4,2BHK,16.49,57.88,1.0,1.44,,0,,1.0,201.31
25/12/2004 08,4,2BHK,,69.5,1.32,0.97,Middle,0,Swimming Pool,0.0,132.72
27/11/2010 08,5,Bungalow,16.82,aHYk&,2.91,1.39,Rich,0,Jacuzzi,0.0,316.76
24/10/2006 08,5,2BHK,17.14,70.0,2.93,1.48,Upper Middle,0,Garden,0.0,199.16
20/10/2005 08,2,Cottage,27.72,50.95,1.18,1.07,Middle,1,,0.0,112.08
09/01/2010 08,3,2BHK,24.45,38.09,2.77,1.31,Upper Middle,1,Swimming Pool,0.0,256.7
17/12/2004 08,1,Studio,33.39,56.11,1.79,1.16,Low,1,,0.0,74.91
24/12/2009 08,3,1BHK,25.67,62.08,1.15,0.96,Low,0,Jacuzzi,0.0,104.47
05/10/2008 00,5,3BHK,30.82,31.01,2.29,0.88,Upper Middle,0,Jacuzzi,0.0,230.67
30/10/2004 08,2,1BHK,32.6,49.68,1.45,1.49,Middle,1,Jacuzzi,0.0,200.77
27/02/2007 16,3,2BHK,19.29,66.77,1.23,0.8,Middle,0,Jacuzzi,0.0,97.63
05/03/2010 08,2,1BHK,25.17,44.79,1.31,1.34,Middle,0,,0.0,117.94
23/08/2012 08,1,Studio,30.77,51.26,1.36,1.21,Low,1,,0.0,80.62
17/07/2007 00,3,Bungalow,20.69,38.3,2.55,0.97,Upper Middle,0,,,118.81
03/05/2003 16,5,Bungalow,15.59,61.15,2.44,0.87,Upper Middle,0,Fountain,0.0,145.15
27/05/2013 00,5,2BHK,32.6,55.96,1.82,1.03,Kx=<l,1,,0.0,211.04
09/03/2009 16,3,,27.82,39.87,1.76,0.86,Middle,0,,0.0,95.71
06/05/2002 08,3,2BHK,34.1,35.33,1.32,1.03,Middle,0,,0.0,138.86
23/02/2010 08,4,Bungalow,24.74,75.61,2.99,1.5,Upper Middle,1,,0.0,203.07
18/09/2011 08,3,Cottage,13.94,"a,hD_",1.12,1.25,Middle,1,,0.0,139.66
09/01/2004 16,4,2BHK,12.86,45.08,1.96,1.25,Upper Middle,0,Jacuzzi,1.0,241.99
02/08/2010 08,3,3BHK,13.57,29.11,2.08,1.47,Rich,1,Swimming Pool,0.0,370.56
16/02/2013 00,4,Bungalow,15.11,77.79,2.32,1.09,Rich,0,Fountain,0.0,163.65
27/01/2011 08,5,3BHK,22.68,45.53,1.69,0.99,Upper Middle,0,Garden,0.0,193.94
16/01/2005 08,3,2BHK,18.18,45.67,1.82,1.45,Upper Middle,1,,0.0,207.63
18/07/2009 16,2,1BHK,19.45,58.85,1.3,1.46,Middle,1,Swimming Pool,0.0,174.1
29/06/2005 16,2,1BHK,18.52,54.32,1.35,1.3,Middle,0,Garden,1.0,122.5
30/08/2013 16,2,1BHK,,49.86,1.25,1.34,Middle,0,Garden,,123.45
09/02/2006 16,3,Cottage,19.32,67.0,1.73,0.83,Middle,0,Jacuzzi,0.0,89.23
13/04/2005 08,3,3BHK,16.51,34.36,2.7,1.29,Upper Middle,1,Jacuzzi,0.0,255.42
22/06/2005 00,3,2BHK,28.78,36.78,2.19,0.82,];3qm,0,,0.0,110.24
08/11/2010 00,4,Bungalow,22.61,41.13,2.4,0.97,Upper Middle,1,,0.0,170.56
13/12/2004 00,3,Cottage,16.63,49.4,1.6,1.16,Middle,0,Garden,1.0,134.6
08/03/2004 08,2,1BHK,32.63,42.04,1.42,1.36,Low,0,Garden,0.0,122.08
19/12/2010 00,2,,25.87,70.4,1.61,1.3,Middle,0,,0.0,94.77
08/04/2004 00,1,Studio,32.59,52.48,1.42,1.26,Low,1,Garden,0.0,88.44
09/08/2009 00,4,3BHK,21.47,34.79,2.74,0.97,Upper Middle,0,Swimming Pool,0.0,203.69
22/12/2011 16,1,Studio,25.03,45.89,1.7,0.96,Low,1,Garden,0.0,65.24
30/05/2009 00,2,Cottage,31.25,51.91,1.52,1.3,Middle,1,,0.0,135.83
24/09/2010 16,3,2BHK,16.34,70.38,1.37,1.02,Middle,1,Garden,0.0,118.26
14/11/2003 00,3,1BHK,29.43,51.3,1.19,1.21,Middle,0,,1.0,149.37
06/03/2012 08,2,1BHK,16.3,60.95,1.33,1.33,Middle,0,Jacuzzi,0.0,122.28
23/02/2003 00,3,Cottage,30.59,40.82,1.23,1.713859827825058,Middle,1,Swimming Pool,0.0,192.9
14/11/2002 08,4,Detached,28.63,50.03,2.53,1.35,Rich,0,Swimming Pool,1.0,375.7
15/08/2006 08,3,Detached,25.92,45.65,2.98,1.11,Rich,0,,0.0,171.41
